input,output
어선 선명무 인천항 및 진입수로 1~2톤미만 7월 8-12시,침수
어선 장진호 남해영해 1~2톤미만 9월 16-20시,기관손상
어선 부용호 남해영해 1~2톤미만 9월 8-12시,기관손상
어선 종복호 서해영해 1~2톤미만 9월 16-20시,기관손상
어선 영광1호 남해영해 1~2톤미만 10월 12-16시,기관손상
수상레저기구 예나호 서해영해 1톤미만 9월 8-12시,침수
어선 일영호 서해영해 1~2톤미만 10월 16-20시,충돌
어선 성복호 서해영해 1~2톤미만 10월 4-8시,안전사고
어선 대은호 남해영해 1~2톤미만 12월 8-12시,운항저해
어선 선명미상 서해영해 1~2톤미만 12월 0-4시,충돌
"어선 97협동호 장항항,군산항 및 진입수로 1~2톤미만 12월 12-16시",침수
어선 광일호 남해영해 1~2톤미만 12월 12-16시,운항저해
어선 하동1호 서해영해 1~2톤미만 1월 12-16시,운항저해
수상레저기구 용가리호 서해영해 1톤미만 9월 4-8시,추진축계손상
어선 무등록선 서해영해 1~2톤미만 2월 12-16시,운항저해
어선 선명무 서해영해 1~2톤미만 5월 8-12시,전복
수상레저기구 선명미상 남해영해 1톤미만 4월 8-12시,운항저해
수상레저기구 선명미상 남해영해 1톤미만 11월 8-12시,기관손상
어선 만수호 남해영해 1~2톤미만 5월 12-16시,안전사고
수상레저기구 선명미상 남해영해 1톤미만 11월 8-12시,기관손상
수상레저기구 14대동인호 서해영해 1톤미만 3월 12-16시,전복
어선 선명무 서해영해 1~2톤미만 5월 12-16시,기관손상
수상레저기구 미등록 목포항 및 진입수로 1톤미만 5월 12-16시,충돌
수상레저기구 연화호 서해영해 1톤미만 7월 16-20시,기관손상
수상레저기구 연제호 남해영해 1톤미만 11월 12-16시,부유물감김
수상레저기구 콧바람호 서해영해 1톤미만 11월 8-12시,기관손상
수상레저기구 낚시세상호 기타개항 1톤미만 6월 12-16시,기관손상
어선 찬규호 서해영해 1~2톤미만 6월 8-12시,기관손상
수상레저기구 선명무 서해영해 1톤미만 8월 12-16시,전복
어선 아레나호 서해영해 1~2톤미만 6월 4-8시,부유물감김
수상레저기구 두둥실호 서해영해 1톤미만 9월 4-8시,기관손상
어선 조금호 남해영해 1~2톤미만 8월 8-12시,추진축계손상
"어선 선명무 장항항,군산항 및 진입수로 1~2톤미만 8월 8-12시",전복
수상레저기구 케이9호 서해영해 1톤미만 9월 4-8시,기관손상
어선 홍원호 서해영해 1~2톤미만 8월 4-8시,기관손상
어선 창용호 남해영해 1~2톤미만 9월 8-12시,전복
어선 우리호 서해영해 1~2톤미만 9월 8-12시,전복
수상레저기구 선명무 서해영해 1톤미만 5월 8-12시,추진축계손상
어선 연길호 서해영해 1~2톤미만 9월 4-8시,전복
어선 대양호 서해영해 1~2톤미만 9월 16-20시,전복
어선 무등록선박 서해영해 1~2톤미만 9월 0-4시,침몰
수상레저기구 소정호 서해영해 1톤미만 7월 4-8시,추진축계손상
어선 광만호 서해영해 1~2톤미만 9월 8-12시,침수
어선 문복호 남해영해 1~2톤미만 10월 8-12시,해양오염
수상레저기구 부라미끼호 서해영해 1톤미만 9월 12-16시,추진축계손상
수상레저기구 용카호 서해영해 1톤미만 9월 12-16시,운항저해
어선 선명무 서해영해 1~2톤미만 10월 16-20시,침수
수상레저기구 선명무 서해영해 1톤미만 9월 4-8시,추진축계손상
어선 선명무 인천항 및 진입수로 1~2톤미만 12월 8-12시,기타
어선 무등록선 남해영해 1~2톤미만 12월 20-24시,부유물감김
수상레저기구 한성호 남해영해 1톤미만 10월 12-16시,추진축계손상
어선 무등록선박 남해영해 1~2톤미만 1월 12-16시,안전사고
어선 선명 미상 서해영해 1~2톤미만 3월 12-16시,안전사고
어선 선명무 서해영해 1~2톤미만 4월 8-12시,좌초
어선 선덕호 남해영해 2~3톤미만 1월 4-8시,충돌
수상레저기구 블루샤인호 서해영해 1톤미만 11월 8-12시,침몰
기타선 선명미상 서해영해 1톤미만 1월 12-16시,침몰
어선 형일호 남해영해 1~2톤미만 4월 16-20시,운항저해
어선 제니스호 기타개항 1~2톤미만 4월 4-8시,안전사고
어선 리아 잉 유윤 26606 기타 1~2톤미만 5월 12-16시,접촉
어선 동백호 남해영해 5~10톤미만 1월 4-8시,충돌
"어선 화성3호 평택항, 당진항 1~2톤미만 9월 4-8시",전복
"어선 파라2호 평택항, 당진항 1~2톤미만 9월 4-8시",전복
"어선 수복3호 평택항, 당진항 1~2톤미만 9월 4-8시",침몰
어선 선명미상 남해영해 1~2톤미만 9월 16-20시,안전사고
어선 럭셔리호 남해영해 1~2톤미만 10월 12-16시,운항저해
어선 선명미상 남해영해 1~2톤미만 11월 4-8시,화재 · 폭발
수상레저기구 신명호 서해영해 1톤미만 5월 12-16시,기관손상
예인선 아세아5호 부산항 및 진입수로 50~100톤미만 1월 8-12시,충돌
수상레저기구 신명호 서해영해 1톤미만 5월 8-12시,기관손상
어선 선명미상 남해영해 1~2톤미만 12월 12-16시,안전사고
"수상레저기구 해성호 울산항(미포만포함), 포항항 1톤미만 11월 16-20시",부유물감김
"수상레저기구 어그스팅호 삼천포, 통영항, 통영해만, 견내량수로 1톤미만 7월 8-12시",기관손상
어선 덕성호 기타개항 1~2톤미만 11월 4-8시,침수
어선 평림1호 남해영해 1~2톤미만 1월 16-20시,충돌
어선 동성3호 서해영해 1~2톤미만 10월 12-16시,기관손상
수상레저기구 곤봉마린 동해영해 1톤미만 9월 12-16시,추진축계손상
수상레저기구 사린호 남해영해 1톤미만 12월 12-16시,추진축계손상
어선 희망호 동해영해 1~2톤미만 6월 4-8시,충돌
어선 동성3호 서해영해 1~2톤미만 10월 16-20시,침수
기타선 선명미상 목포항 및 진입수로 1톤미만 2월 8-12시,침수
어선 자광호 남해영해 1~2톤미만 3월 16-20시,전복
기타선 선명미상 목포항 및 진입수로 1톤미만 2월 8-12시,침수
기타선 선명미상 목포항 및 진입수로 1톤미만 2월 8-12시,침수
어선 대성호 서해영해 1~2톤미만 9월 4-8시,기관손상
기타선 선명미상 목포항 및 진입수로 1톤미만 2월 8-12시,침수
어선 자명호 동해영해 1~2톤미만 8월 8-12시,기관손상
어선 창길호 서해영해 1~2톤미만 3월 8-12시,안전사고
어선 화랑호 동해영해 1~2톤미만 1월 8-12시,전복
어선 자해호 남해영해 1~2톤미만 1월 12-16시,충돌
어선 영웅1호 부산항 및 진입수로 1~2톤미만 11월 4-8시,화재 · 폭발
"어선 천광호 마산항, 진해항, 진해만(가덕수로) 1~2톤미만 1월 4-8시",침몰
어선 청일호 목포항 및 진입수로 1~2톤미만 11월 20-24시,화재 · 폭발
기타선 선명미상 목포항 및 진입수로 1톤미만 2월 8-12시,침수
수상레저기구 선명미상 남해영해 1톤미만 2월 12-16시,접촉
수상레저기구 선명미상 동해영해 1톤미만 2월 12-16시,기관손상
어선 준태호 남해영해 1~2톤미만 6월 12-16시,충돌
어선 동방3호 동해영해 1~2톤미만 2월 0-4시,운항저해
수상레저기구 재일호 서해영해 1톤미만 7월 12-16시,추진축계손상
어선 인덕호 동해영해 1~2톤미만 4월 8-12시,안전사고
수상레저기구 대삼호 남해영해 1톤미만 8월 20-24시,침수
수상레저기구 안중레저피싱호 서해영해 1톤미만 9월 4-8시,기관손상
어선 동림호 남해영해 1~2톤미만 4월 8-12시,충돌
어선 남양호 남해영해 1~2톤미만 5월 0-4시,충돌
어선 옥성호 남해영해 1~2톤미만 7월 0-4시,기관손상
어선 수덕호 서해영해 1~2톤미만 9월 8-12시,침몰
어선 청람호 동해영해 1~2톤미만 1월 12-16시,전복
어선 명성호 남해영해 1~2톤미만 4월 8-12시,기관손상
어선 유림호 남해영해 1~2톤미만 7월 4-8시,좌초
수상레저기구 어거스틴호 남해영해 1톤미만 10월 16-20시,기관손상
어선 보성호 남해영해 1~2톤미만 8월 8-12시,기관손상
어선 명선호 남해영해 1~2톤미만 8월 16-20시,전복
어선 선창호 동해영해 1~2톤미만 10월 16-20시,기관손상
수상레저기구 사린이호 서해영해 1톤미만 11월 12-16시,기관손상
수상레저기구 진성호 서해영해 1톤미만 5월 4-8시,기관손상
어선 성진호 남해영해 1~2톤미만 10월 16-20시,기관손상
어선 광신호 남해영해 1~2톤미만 12월 8-12시,부유물감김
수상레저기구 해나호 남해영해 1톤미만 9월 4-8시,추진축계손상
수상레저기구 하단정호 남해영해 1톤미만 10월 12-16시,기관손상
어선 영진호 남해영해 1~2톤미만 6월 12-16시,침수
어선 춘식호 남해영해 1~2톤미만 1월 16-20시,기관손상
어선 일오삼호 남해영해 1~2톤미만 6월 16-20시,침몰
어선 유진호 남해영해 1~2톤미만 8월 8-12시,전복
수상레저기구 무등록선박 남해영해 1톤미만 5월 8-12시,부유물감김
수상레저기구 진성호 서해영해 1톤미만 6월 8-12시,추진축계손상
수상레저기구 적토마 동해영해 1톤미만 6월 12-16시,전복
어선 해광호 남해영해 1~2톤미만 9월 4-8시,침수
어선 포세이돈호 서해영해 1~2톤미만 7월 8-12시,충돌
어선 조영호 목포항 및 진입수로 1~2톤미만 8월 4-8시,충돌
어선 한진호 기타개항 1~2톤미만 10월 8-12시,침수
어선 베드로2호 서해영해 1~2톤미만 4월 0-4시,충돌
어선 광명호 서해영해 1~2톤미만 5월 8-12시,침수
"수상레저기구 안전호 여수항, 광양항 및 진입수로 1톤미만 7월 12-16시",침수
수상레저기구 무영호 남해영해 1톤미만 10월 16-20시,부유물감김
수상레저기구 복돌이호 서해영해 1톤미만 9월 12-16시,추진축계손상
어선 동승호 동해영해 1~2톤미만 7월 4-8시,기관손상
수상레저기구 휠리호 동해영해 1톤미만 10월 4-8시,기관손상
수상레저기구 상현호 서해영해 1톤미만 11월 8-12시,충돌
"어선 금동호 울산항(미포만포함), 포항항 1~2톤미만 10월 16-20시",추진축계손상
어선 보길호 서해영해 1~2톤미만 11월 12-16시,안전사고
어선 해승호 서해영해 1~2톤미만 3월 8-12시,부유물감김
"어선 동승호 울산항(미포만포함), 포항항 1~2톤미만 4월 12-16시",기관손상
수상레저기구 남일대2호 남해영해 1톤미만 11월 12-16시,충돌
"어선 해조호 울산항(미포만포함), 포항항 1~2톤미만 5월 12-16시",기관손상
어선 해변호 동해영해 1~2톤미만 10월 16-20시,전복
어선 진성호 남해영해 1~2톤미만 12월 0-4시,기관손상
수상레저기구 태풍호 서해영해 1톤미만 7월 8-12시,추진축계손상
어선 화성호 서해영해 1~2톤미만 3월 4-8시,침수
기타선 아세아1001호 부산항 및 진입수로 100~500톤미만 1월 8-12시,충돌
수상레저기구 풍랑호 남해영해 1톤미만 6월 12-16시,기관손상
어선 영신호 남해영해 1~2톤미만 7월 16-20시,전복
어선 문길호 동해영해 1~2톤미만 8월 16-20시,기관손상
수상레저기구 가온누리호 남해영해 1톤미만 6월 8-12시,기관손상
어선 선명호 남해영해 1~2톤미만 12월 12-16시,운항저해
수상레저기구 한국호 서해영해 1톤미만 5월 12-16시,기관손상
어선 제2동주호 남해영해 1~2톤미만 12월 12-16시,화재 · 폭발
어선 주일2호 남해영해 1~2톤미만 4월 8-12시,침수
어선 금성호 남해영해 1~2톤미만 4월 12-16시,안전사고
어선 부영호 동해영해 1~2톤미만 7월 12-16시,충돌
수상레저기구 신안호 서해영해 1톤미만 12월 8-12시,기관손상
수상레저기구 앵그리피싱호 남해영해 1톤미만 8월 8-12시,기관손상
수상레저기구 하양호 서해영해 1톤미만 9월 8-12시,전복
수상레저기구 앵그리호 남해영해 1톤미만 7월 16-20시,기관손상
기타선 선명미상 서해영해 1~2톤미만 2월 20-24시,안전사고
어선 행운호 동해영해 1~2톤미만 2월 8-12시,부유물감김
"어선 우진1호 장항항,군산항 및 진입수로 1~2톤미만 10월 12-16시",기관손상
수상레저기구 용호호 서해영해 1톤미만 10월 12-16시,기관손상
어선 진우호 서해영해 1~2톤미만 9월 8-12시,전복
어선 영진호 동해영해 1~2톤미만 12월 8-12시,충돌
"화물선 한진3005호 부산항 및 진입수로 1,000~5,000톤미만 1월 8-12시",충돌
수상레저기구 만득호 동해영해 1톤미만 11월 16-20시,전복
어선 유도호 동해영해 1~2톤미만 11월 8-12시,기관손상
"어선 해금호 울산항(미포만포함), 포항항 1~2톤미만 9월 8-12시",부유물감김
"수상레저기구 부케팔로스호 장항항,군산항 및 진입수로 1톤미만 11월 8-12시",기관손상
수상레저기구 청풍호 서해영해 1톤미만 5월 8-12시,조타장치손상
수상레저기구 유키호 남해영해 1톤미만 6월 4-8시,기관손상
어선 해동호 남해영해 1~2톤미만 6월 4-8시,기관손상
어선 동옥호 서해영해 1~2톤미만 9월 8-12시,충돌
수상레저기구 바다사랑호 서해영해 1톤미만 9월 8-12시,추진축계손상
어선 일성호 남해영해 1~2톤미만 7월 4-8시,충돌
어선 대영호 남해영해 1~2톤미만 11월 0-4시,접촉
어선 저두호 서해영해 1~2톤미만 1월 12-16시,기관손상
수상레저기구 무등록모터보트 서해영해 1톤미만 5월 8-12시,침수
"어선 패밀리호 여수항, 광양항 및 진입수로 1~2톤미만 3월 12-16시",침몰
어선 문길호 기타개항 1~2톤미만 8월 16-20시,전복
"어선 해상호 울산항(미포만포함), 포항항 1~2톤미만 8월 20-24시",운항저해
수상레저기구 하나마린호 남해영해 1톤미만 6월 8-12시,부유물감김
